timestamp,equity
2025-11-08 12:42:00+00:00,-0.0002
2025-11-08 12:43:00+00:00,-0.0002
2025-11-08 12:44:00+00:00,-0.0002
2025-11-08 12:45:00+00:00,-0.0002
2025-11-08 12:46:00+00:00,-0.0002
2025-11-08 12:47:00+00:00,-0.0002
2025-11-08 12:48:00+00:00,-0.0002
2025-11-08 12:49:00+00:00,-0.0002
2025-11-08 12:50:00+00:00,-0.0002
2025-11-08 12:51:00+00:00,-0.0002
2025-11-08 12:52:00+00:00,-0.0002
2025-11-08 12:53:00+00:00,-0.0002
2025-11-08 12:54:00+00:00,-0.0002
2025-11-08 12:55:00+00:00,-0.0002
2025-11-08 12:56:00+00:00,-0.0002
2025-11-08 12:57:00+00:00,-0.0002
2025-11-08 12:58:00+00:00,-0.0002
2025-11-08 12:59:00+00:00,-0.0002
2025-11-08 13:00:00+00:00,-0.0002
2025-11-08 13:01:00+00:00,-0.0002
2025-11-08 13:02:00+00:00,-0.0002
2025-11-08 13:03:00+00:00,-0.0002
2025-11-08 13:04:00+00:00,-0.0002
2025-11-08 13:05:00+00:00,-0.0002
2025-11-08 13:06:00+00:00,-0.0002
2025-11-08 13:07:00+00:00,-0.0002
2025-11-08 13:08:00+00:00,-0.0002
2025-11-08 13:09:00+00:00,-0.0002
2025-11-08 13:10:00+00:00,-0.0002
2025-11-08 13:11:00+00:00,-0.0002
2025-11-08 13:12:00+00:00,-0.0002
2025-11-08 13:13:00+00:00,-0.0002
2025-11-08 13:14:00+00:00,-0.0002
2025-11-08 13:15:00+00:00,-0.0002
2025-11-08 13:16:00+00:00,-0.0002
2025-11-08 13:17:00+00:00,-0.0002
2025-11-08 13:18:00+00:00,-0.0002
2025-11-08 13:19:00+00:00,-0.0002
2025-11-08 13:20:00+00:00,-0.0002
2025-11-08 13:21:00+00:00,-0.0002
2025-11-08 13:22:00+00:00,-0.0002
2025-11-08 13:23:00+00:00,-0.0002
2025-11-08 13:24:00+00:00,-0.0002
2025-11-08 13:25:00+00:00,-0.0002
2025-11-08 13:26:00+00:00,-0.0002
2025-11-08 13:27:00+00:00,-0.0002
2025-11-08 13:28:00+00:00,-0.0002
2025-11-08 13:29:00+00:00,-0.0002
